id,company_id,company,role,category,description,requirements,location,deadline,salary,source,url,status,last_seen
53998356,U2wzeWJ2L21xRm9tUFlkUzZwa1psdz09,(주)소르테크,[소르테크] 기획팀(그래픽 디자이너) 채용,기획/PM,"그래픽디자인, 브랜드디자인, 시각디자인, 웹디자인",경력무관 / 학력무관 / 정규직,부산해운대구,06/30(화),,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53998356&location=ts,마감,2026-06-18
54132447,eWIvVTNFQnh4T2ErYTI5U3NweUtjQT09,현대모비스(주),[현대모비스/장애인채용] 시작개발 행정지원 계약직 채용 (의왕),R&D,"사무행정, 물류관리, 재고관리, 배차관리",경력무관 / 고졸↑ / 계약직,경기의왕시,06/22(월),,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54132447&location=ts,마감,2026-06-18
54207097,eWIvVTNFQnh4T2ErYTI5U3NweUtjQT09,현대모비스(주),현대모비스 경영지원담당 사무지원 계약직 채용(서울 역삼),R&D,"전산회계, 예산관리, 사무보조, 사무행정",경력무관 / 고졸↑ / 기간제·계약직,서울강남구,06/28(일),,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54207097&location=ts,마감,2026-06-18
54000338,U2wzeWJ2L21xRm9tUFlkUzZwa1psdz09,(주)소르테크,[소르테크] Google Sales 채용,영업,"솔루션, 영업관리, 영업지원, 솔루션기술영업",신입·경력 / 대졸↑ / 정규직,부산해운대구,06/26(금),,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54000338&location=ts,마감,2026-06-18
54136093,VkIzZUQxeklJVnVJckpqbDRpK2ZGUT09,경희대학교산학협력단,경희대학교 산학협력단 스마트+빌딩 사업 과제 행정 담당자 채용,R&D,"연구원, 로봇설계, 대학교, 국책과제",신입·경력 / 대졸↑ / 기간제·계약직,경기용인시 기흥구,06/21(일),,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54136093&location=ts,마감,2026-06-18
54062394,Qm45c1kvejJ2R2poN1NMTDgxK1RsUT09,(주)사람인에이치에스,[3식제공/셔틀운행] HD현대그룹 사무행정(CAD) 보조 인재 채용,R&D,"경리, 비서, 사무직, 서무",경력무관 / 초대졸↑ / 계약직·파견직,경기성남시 분당구,상시,,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54062394&location=ts,마감,2026-06-18
54206069,SkVFQm5JbUVrSDc3QWRHVDJaVERPdz09,(주)마음에이아이,(주)마음에이아이 Technical Sales & Strategy Staff,기획/PM|영업,"사업기획, 전략기획, 운영지원, CEOStaff",경력무관 / 학력무관 / 정규직,경기성남시 수정구,07/17(금),,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54206069&location=ts,마감,2026-06-18
53874866,TW1nVXppL3U1L3NkTnJOczFlQWlZUT09,(주)앤로보틱스,전기부 신입/경력사원 채용공고,R&D,"전기제어, 전기, 기계",신입·경력 / 학력무관 / 정규직·기간제,경기시흥시,07/12(일),,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53874866&location=ts,마감,2026-06-18
53944808,eTRPQTRMdVluYXJ0UkgrbVZhenlIUT09,(주)알라딘커뮤니케이션,[알라딘] AI 업무자동화 프로토타이핑 담당자,R&D,"알고리즘, API, RPA, TTS",신입·경력 / 학력무관 / 정규직,서울중구,06/21(일),,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53944808&location=ts,마감,2026-06-18
54176703,SzlPeUx5eWlvMWswemZMdC9JVmVKZz09,네이버(주),2026 NAVER 하계 인턴십 : 비즈니스 트랙 (AI 업무 자동화 설계),R&D,"AI(인공지능), AIX, Javascript, Python",신입 / 대졸↑ / 인턴직,경기성남시 분당구,06/22(월),,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54176703&location=ts,마감,2026-06-18
54178271,cERnenp0c0VZd3BnVkIrbzBtL1BtQT09,(재)서울의과학연구소,자동화운영팀(화학) 임상병리사 모집합니다.,R&D,"임상병리사, 의료·보건",경력무관 / 초대졸↑ / 계약직,경기용인시 기흥구,07/05(일),,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54178271&location=ts,마감,2026-06-18
54047895,SGVXVmJXOTRMUUI2MVNsOGtRNVpmQT09,지에스아이(주),설계·자동화엔지니어·영업관리 부문 채용,R&D|생산/제조|영업,"자동화설계, 자동화라인, 자동제어, 생산자동화",신입·경력 / 초대졸↑ / 정규직,경기안양시 동안구,07/01(수),,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54047895&location=ts,마감,2026-06-18
54171847,akFnVmFwNE1hb3VJRzlaQ3haeVhBQT09,(주)이래,[경력무관] 화장품 자동화설비 사무지원 담당자 채용,영업,"사무보조, 사무직, 사무행정, 영업지원",경력무관 / 고졸↑ / 정규직,경기평택시,07/15(수),,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54171847&location=ts,마감,2026-06-18
54207401,KzVLWGxHOERrU2RKNm9pRWhYZmNydz09,라이트밸런스(주),[파이썬/업무자동화] 사내 시스템 개발 및 효율화 담당자 채용,R&D,"기술지원, 데이터분석가, 백엔드/서버개발, 웹개발",신입·경력 / 학력무관 / 정규직,경기오산시,07/17(금),,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54207401&location=ts,마감,2026-06-18
