id,name,revenue,employees,founded,biz_type,industry,homepage,last_updated,url
ZFJmWkFkV3FzaGl0ckpMY1RHSGpnZz09,(주)인티그리트,,26명,2014년 6월 27일,중소기업,산업용 로봇 제조업,http://integrit.ai,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=ZFJmWkFkV3FzaGl0ckpMY1RHSGpnZz09
RmhNZ3dlRjQrTTUxeDdkTXlyUzVRdz09,(주)이엠티,,36명,2010년 7월 14일,36                                        명 출처: 국민연금 사원수 200억 6,방송장비 제조업,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=RmhNZ3dlRjQrTTUxeDdkTXlyUzVRdz09
YVMzSzBCWjRLRnVHYVB5dnI4T242QT09,(주)티로보틱스,607억원(2024),119명,2004년 10월 27일,중소기업,산업용 로봇 제조업,http://www.t-robotics.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=YVMzSzBCWjRLRnVHYVB5dnI4T242QT09
UHIzd2RlV3BGbnpRK3plamZaZGJxQT09,탑로보틱스(TopRobotics),,,,,하드웨어·장비,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=UHIzd2RlV3BGbnpRK3plamZaZGJxQT09
dkM2a2VQTFQ0S01Xd2tvcVFrWlFuZz09,(주)글로벌로보틱스,,52명,2007년 3월 15일,중소기업,그 외 기타 특수목적용 기계 제조업,http://g-robotics.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=dkM2a2VQTFQ0S01Xd2tvcVFrWlFuZz09
VE1XOVdOZ0sxbG05NzkvdE9vYkZTQT09,(주)진합,,507명,1978년 2월 22일,스타트업,볼트 및 너트류 제조업,http://www.jinhap.com,2026-06-17,https://www.jobkorea.co.kr/company/1971314
MlVwU2c0TVk5Z01pY1pLemIveGVNQT09,주식회사 피앤에스로보틱스,71억원(2024),55명,2003년 12월 26일,중소기업,그 외 기타 의료용 기기 제조업,http://www.walkbot.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=MlVwU2c0TVk5Z01pY1pLemIveGVNQT09
UDBxUC95NU01RkZHTjM2OXB4azFUQT09,(주)티라로보틱스,,76명,2022년 1월 4일,중소기업,그 외 기타 특수목적용 기계 제조업,http://thirarobotics.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=UDBxUC95NU01RkZHTjM2OXB4azFUQT09
SDNTMFI2VzNOQ25VbmJWVkZxVnlXZz09,에이치에스로보틱스(주),,6명,2019년 1월 11일,중소기업,산업용 로봇 제조업,https://hs-robotics.kr/,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=SDNTMFI2VzNOQ25VbmJWVkZxVnlXZz09
WTMzenBOQ3NVaW5GdnJWOXpMVmFyUT09,(주)엔젤로보틱스,42억원(2024),98명,2017년 2월 10일,중소기업,산업용 로봇 제조업,http://angel-robotics.com/kr/,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=WTMzenBOQ3NVaW5GdnJWOXpMVmFyUT09
aVllSWdManl0aFJlQTdsanNxbkRCUT09,(주)시스콘로보틱스,,,,중소기업,,http://www.sysconrobotics.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=aVllSWdManl0aFJlQTdsanNxbkRCUT09
RG1TTlFYWWViY0ZpMUNsK3VYYTBpZz09,주식회사 케이알엠,,42명,1998년 12월 18일,중소기업,기타 반도체소자 제조업,http://www.krman.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=RG1TTlFYWWViY0ZpMUNsK3VYYTBpZz09
THRkcXlPamluYzNOVHJqL0JEZFJjZz09,제닉스로보틱스(주),635억원(2024),174명,2010년 4월 23일,중소기업,반도체 제조용 기계 제조업,http://www.zenixrobotics.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=THRkcXlPamluYzNOVHJqL0JEZFJjZz09
UHM2WnVRZXZRR1RWNGtIOURrMUVNZz09,(주)모베이스전자,"9,715억원(2024)","1,156명",1978년 1월 7일,1000대기업,자동차용 신품 전기장치 제조업,http://www.mobaseelec.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=UHM2WnVRZXZRR1RWNGtIOURrMUVNZz09
K1RVeXZicmt6YlJuTzNyRkl0UGtadz09,(주)벰로보틱스,,43명,2017년 1월 13일,중소기업,시스템 소프트웨어 개발 및 공급업,http://www.bemsoft.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=K1RVeXZicmt6YlJuTzNyRkl0UGtadz09
aWxNUTJrb1A2Q1g1eUtjdnZKbXpLUT09,(주)유일로보틱스,352억원(2024),137명,2011년 12월 16일,중소기업,그 외 기타 특수목적용 기계 제조업,http://www.yuilrobotics.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=aWxNUTJrb1A2Q1g1eUtjdnZKbXpLUT09
TGpOV0RXR0xZSVNLeGlaSUJucWUyQT09,모벤시스(주),,54명,2014년 3월 10일,중소기업,,http://www.movensys.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=TGpOV0RXR0xZSVNLeGlaSUJucWUyQT09
RUhEVHNjQ1h4M2llZW5iRnIxVWd3UT09,(주)무화양조,,,2024년 10월 29일,,시각 디자인업,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=RUhEVHNjQ1h4M2llZW5iRnIxVWd3UT09
K1M1Sys2VDNsYS9sQnRudHRMSXdtdz09,(주)제이스로보틱스,636억원(2024),270명,1995년 3월 9일,중견기업,반도체 제조용 기계 제조업,https://jasrobotics.co.kr/,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=K1M1Sys2VDNsYS9sQnRudHRMSXdtdz09
MGo2R3RwNGhybTV2ZEdMUUxoQ0t2QT09,주식회사햅티,,3명,2025년 7월 7일,,하드웨어·장비,http://hapty.ai,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=MGo2R3RwNGhybTV2ZEdMUUxoQ0t2QT09
cWR2cnBhVnFhdzhvL1paZWJCZXh2QT09,(주)엘피케이로보틱스,,29명,2004년 6월 26일,중소기업,산업용 로봇 제조업,http://www.lpkrobotics.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=cWR2cnBhVnFhdzhvL1paZWJCZXh2QT09
K2J3TFFIYzhnWFU4L2VRNWVoTDIwdz09,(주)아이엔지로보틱스,,24명,2023년 2월 8일,중소기업,산업용 로봇 제조업,http://www.ingrobotics.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=K2J3TFFIYzhnWFU4L2VRNWVoTDIwdz09
L1JGRCtmejExYmFZSFpKcDBYbjlHdz09,라온로보틱스,492억원(2024),,,,,,2026-06-17,
TGFhSjhLNThnTnBaME0vT0l1QklJUT09,(주)세림비앤지,,85명,2019년 10월 17일,중소기업,포장용 플라스틱 성형용기 제조업,http://www.serimbng.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=TGFhSjhLNThnTnBaME0vT0l1QklJUT09
V0tkS2l3cm11aGNQZEh6aVZsS2hNUT09,빅웨이브로보틱스(주),,63명,2020년 9월 29일,스타트업,응용 소프트웨어 개발 및 공급업,http://www.myrobotsolution.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=V0tkS2l3cm11aGNQZEh6aVZsS2hNUT09
UXNYbzYyZWdrbHZZYXlPcWE5b2ZmUT09,(주)휴민로보틱스,,114명,2010년 1월 27일,중소기업,반도체 제조용 기계 제조업,http://www.ihumin.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=UXNYbzYyZWdrbHZZYXlPcWE5b2ZmUT09
SlNwN0NFZWJlanhxSzhoa2ttcjF5Zz09,(주)플라잎,,31명,2020년 1월 29일,중소기업,시스템 소프트웨어 개발 및 공급업,http://www.plaif.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=SlNwN0NFZWJlanhxSzhoa2ttcjF5Zz09
SU5qMC81UXEvcEd5Y3QwZCtndi9Ldz09,(주)마젠타로보틱스,,24명,2015년 1월 12일,중소기업,응용 소프트웨어 개발 및 공급업,http://www.ff00ff.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=SU5qMC81UXEvcEd5Y3QwZCtndi9Ldz09
NkplYnVhUHJzYWFERFVtRTB4RzZUdz09,(주)모빌테크,,93명,2017년 4월 10일,스타트업,전기ㆍ전자공학 연구개발업,http://www.mobiltech.io,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=NkplYnVhUHJzYWFERFVtRTB4RzZUdz09
aTNGTG85K25PRVUxaHVnR3BQc1M1Zz09,(주)넥스트에어로스페이스,,121명,2019년 12월 3일,중소기업,"유인 항공기, 항공우주선 및 보조장치 제조업",https://nextaerospace.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=aTNGTG85K25PRVUxaHVnR3BQc1M1Zz09
OWcrL29GZGZ3YndRa1lOQkk4dHVkUT09,이성(주),,91명,1997년 12월 3일,,산업용 로봇 제조업,http://www.isung.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=OWcrL29GZGZ3YndRa1lOQkk4dHVkUT09
ZG5qT29IUHlpVzNGQm1NMmcrU1RaZz09,브이에프스페이스(주),,6명,2023년 8월 1일,중소기업,기타 공학 연구개발업,http://www.vfspace.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=ZG5qT29IUHlpVzNGQm1NMmcrU1RaZz09
dVZwT0ZraFQxZnE5VHl2UzE2cWViQT09,(주)투모로로보틱스,,31명,2022년 4월 27일,31                                        명 출처: 사람인 사원수,솔루션·SI·ERP·CRM,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=dVZwT0ZraFQxZnE5VHl2UzE2cWViQT09
VG1WQlhkNXYvcjZLYkh0cEFQL3U3dz09,주식회사 브이원텍,727억원(2024),110명,2006년 5월 30일,중소기업,그 외 기타 특수목적용 기계 제조업,http://www.v-one.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=VG1WQlhkNXYvcjZLYkh0cEFQL3U3dz09
eUVlQXhFaVVITURMbFNCbUYwSGhrUT09,(주)테파로보틱스,,5명,2023년 3월 30일,5                                        명 출처: 국민연금 사원수 1억 5,응용 소프트웨어 개발 및 공급업,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=eUVlQXhFaVVITURMbFNCbUYwSGhrUT09
WEZoNlpobHM5dkx4WUVaTzh4ZXZNZz09,(주)뷰런테크놀로지,,55명,2019년 10월 10일,중소기업,응용 소프트웨어 개발 및 공급업,https://www.vueron.com/ko/,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=WEZoNlpobHM5dkx4WUVaTzh4ZXZNZz09
MzVUdUpDOCsvUU1WcTlVRklIcXNkUT09,(주)도구로보틱스,,57명,2017년 3월 24일,중소기업,응용 소프트웨어 개발 및 공급업,https://dogu.xyz/,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=MzVUdUpDOCsvUU1WcTlVRklIcXNkUT09
ODZrelZDcHdjT1p4WVJESlVNeUpJdz09,(주)엠디에스테크,"1,498억원",125명,1994.05.14(33년차),,네트워크·통신서비스,http://www.hancommds.com,2026-06-17,https://www.jobkorea.co.kr/company/1417369
TzVNUm9Xa3pIekNBbmRldGZuTUpFQT09,(주)베스테크,,85명,2003년 1월 6일,중소기업,기타 반도체소자 제조업,http://www.vestek.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=TzVNUm9Xa3pIekNBbmRldGZuTUpFQT09
bnF2Rm5hdTR5WWFUY1paaGhLc29tZz09,에브리봇(주),298억원(2024),97명,2015년 1월 6일,중소기업,기타 가정용 전기기기 제조업,http://www.everybot.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=bnF2Rm5hdTR5WWFUY1paaGhLc29tZz09
NmwvUHhUYUVJTXBLQ29QdDRnOXRCdz09,(주)티엑스알로보틱스,,80명,2017년 7월 11일,중소기업,컨베이어장치 제조업,https://www.txr.kr/ko/,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=NmwvUHhUYUVJTXBLQ29QdDRnOXRCdz09
MlU1eXBjN1I3ZWVxaGgwT2gyOVUxdz09,클레로보틱스(주),,46명,2021년 11월 12일,중소기업,응용 소프트웨어 개발 및 공급업,https://clerobotics.com/,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=MlU1eXBjN1I3ZWVxaGgwT2gyOVUxdz09
VG52bUhRdVk0TDNpSTVyYlp5dHF3UT09,파워오토로보틱스(주),,30명,2020년 1월 13일,중소기업,반도체 제조용 기계 제조업,http://www.pa-robotics.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=VG52bUhRdVk0TDNpSTVyYlp5dHF3UT09
SlpoZnFra0hPNm5jRXU0SENUbW4vZz09,(주)피직스에이아이,,,2025년 9월 29일,중소기업,시스템 소프트웨어 개발 및 공급업,https://feasix.com/,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=SlpoZnFra0hPNm5jRXU0SENUbW4vZz09
emxwY0NzZUlKZHZPUXNjRGM2TzhpZz09,(주)에이치오피,,8명,2024년 2월 29일,8                                        명 출처: 국민연금 사원수 1,상업용 사진 촬영업,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=emxwY0NzZUlKZHZPUXNjRGM2TzhpZz09
dnJVOG9Bd1pQSGlEcVBrUTRLdjR4QT09,(주)에이치알티로보틱스,,24명,2014년 6월 17일,중소기업,산업용 로봇 제조업,https://www.hrt-robotics.com/,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=dnJVOG9Bd1pQSGlEcVBrUTRLdjR4QT09
cWpMcGVUVHV2L0p6dnQ1blpYVWI3Zz09,에스이노베이션스(주),,7명,2024년 5월 21일,중소기업,산업용 로봇 제조업,http://www.s-innovations.co,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=cWpMcGVUVHV2L0p6dnQ1blpYVWI3Zz09
bzl5WXdjamVrWWNSOW1vVllYbWlDZz09,(주)리보틱스,,11명,2024년 2월 16일,중소기업,컴퓨터시스템 통합 자문 및 구축 서비스업,https://riibotics.io,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=bzl5WXdjamVrWWNSOW1vVllYbWlDZz09
RWRpUUFKTGRWNVJuQ1lSYnhML3VFdz09,(주)아이엘,835억원(2024),114명,2018년 8월 31일,중소기업,일반용 전기 조명장치 제조업,http://il.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=RWRpUUFKTGRWNVJuQ1lSYnhML3VFdz09
OUZvNFQycVFQa2dzVTdwRmx4cmNHZz09,(주)코세스,,219명,1994년 1월 25일,중소기업,반도체 제조용 기계 제조업,http://www.koses.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=OUZvNFQycVFQa2dzVTdwRmx4cmNHZz09
K0R2SEhhRzhBSERBMHZDOFFmUmlrQT09,주토스(주),,26명,2007년 6월 14일,중소기업,시스템 소프트웨어 개발 및 공급업,http://www.zootos.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=K0R2SEhhRzhBSERBMHZDOFFmUmlrQT09
b1JDOEVja0FnR0wyWnV0MVhhaGJoUT09,(주)제이엠씨,,3명,2015년 3월 17일,중소기업,"용기 세척, 포장 및 충전기 제조업",,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=b1JDOEVja0FnR0wyWnV0MVhhaGJoUT09
TDgxT2Q1VFdLemFJVklHaWkrdjFlUT09,(주)에이디티,,104명,1999년 3월 30일,1000대기업,기기용 자동측정 및 제어장치 제조업,http://www.adigitec.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=TDgxT2Q1VFdLemFJVklHaWkrdjFlUT09
MUIyeWJFekdLWlFObVM5NGxKVmpvZz09,(주)에스엠티,,7명,2012년 1월 13일,중소기업,전기용 기계ㆍ장비 및 관련 기자재 도매업,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=MUIyeWJFekdLWlFObVM5NGxKVmpvZz09
eW5VUm8yR1pEWHlucG00WFg0aHN1dz09,(주)휴먼텍,,43명,2014년 3월 12일,중소기업,산업용 로봇 제조업,http://www.humantechubot.com/,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=eW5VUm8yR1pEWHlucG00WFg0aHN1dz09
MHRrcTJoMGxxWjFmY05Gc05ZNTRTQT09,(주)라인,,3명,2021년 2월 3일,중소기업,산업처리공정 제어장비 제조업,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=MHRrcTJoMGxxWjFmY05Gc05ZNTRTQT09
QW9oVkpuRGhCRkFKRlBZWFdlVlNhdz09,(주)팩토릭스,,,2026년 1월 2일,,산업용 로봇 제조업,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=QW9oVkpuRGhCRkFKRlBZWFdlVlNhdz09
aGx3QXNCYlZiVmFjYnZVYzgxTVdUZz09,제니아일렉트로닉스,,,,기타,,http://www.zeniaelec.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=aGx3QXNCYlZiVmFjYnZVYzgxTVdUZz09
SU1kSnhTS2tiWWZJUVpkbk0xMkRHQT09,(주)화닉슨,,6명,2015년 2월 26일,중소기업,기타 물품 취급장비 제조업,http://www.fanixon.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=SU1kSnhTS2tiWWZJUVpkbk0xMkRHQT09
MzRCT3pBQ1lDUmRZS210R0k1RWZTUT09,한국과학기술원,"1조 2,254억원(2025.12.31)","3,945명(2026.04.30)",2001.12.27(26년차),,대학교,http://www.kaist.ac.kr,2026-06-17,https://www.jobkorea.co.kr/company/1577918
WlJjZ29GWWlVdkZWRTFsOE92bEJGUT09,(주)에스엠벡셀,"1,725억원(2024)",,1975년 4월 13일,대기업,그 외 자동차용 신품 부품 제조업,http://smbexel.com/,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=WlJjZ29GWWlVdkZWRTFsOE92bEJGUT09
aWFoakF1QWtIWkZTZTJoUWVjMGM3dz09,(주)호룡,,164명,1990년 1월 17일,,차체 및 특장차 제조업,http://www.hreni.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=aWFoakF1QWtIWkZTZTJoUWVjMGM3dz09
S0RLazU1RnN2Qlg4OUR1bzJKTjRrUT09,(주)영호엔지니어링,,41명,2003년 6월 17일,중소기업,그 외 기타 특수목적용 기계 제조업,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=S0RLazU1RnN2Qlg4OUR1bzJKTjRrUT09
VlliNXUxcEFoWUNMSkZzTjFvazZ6dz09,씨에스캠(주),,27명,2000년 2월 28일,스타트업,금속 절삭기계 제조업,http://www.cscam.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=VlliNXUxcEFoWUNMSkZzTjFvazZ6dz09
M1BSaUpmbmVndEkvcnVCUXF0bTVZdz09,케이지에이(주),,68명,2017년 10월 31일,중소기업,반도체 제조용 기계 제조업,http://www.kga-i.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=M1BSaUpmbmVndEkvcnVCUXF0bTVZdz09
TlUvLzNlbC9kWCtya1ZGV0RHak1zZz09,휴먼텍,,36명,,36                                        명 출처: 국민연금 사원수,전기용 기계ㆍ장비 및 관련 기자재 도매업,http://www.humantek.co.kr/,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=TlUvLzNlbC9kWCtya1ZGV0RHak1zZz09
YkRjZzU4bWpKZWJncnpkQXZUWFNOZz09,(주)시스윈로보틱스,163억 5천만원(2025.12.31),70명,2004.10.21(23년차),,컴퓨터·하드웨어·장비,http://www.syswin.co.kr,2026-06-17,https://www.jobkorea.co.kr/company/47324951
WnZPN2VKcUVMbDNHdS9OSnpqYUhaZz09,(주)코엠,,71명,2006년 4월 24일,중소기업,반도체 제조용 기계 제조업,http://www.koem.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=WnZPN2VKcUVMbDNHdS9OSnpqYUhaZz09
U0taL08rR2NDQm5FWlNLRU5yS09RZz09,신진엠텍(주),,181명,1973년 9월 29일,,그 외 기타 특수목적용 기계 제조업,http://www.shinjinmtec.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=U0taL08rR2NDQm5FWlNLRU5yS09RZz09
czBJc3E1d3lBUFF3ZkU5S0tnN0svUT09,(주)풍산시스템,,375명,2000년 3월 16일,중견기업,그 외 자동차용 신품 부품 제조업,http://www.poongsan.net,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=czBJc3E1d3lBUFF3ZkU5S0tnN0svUT09
bm82RG1ZMkNWK0tYczg0UUNJV0phZz09,(주)에이치씨엔씨,,105명,2005년 5월 30일,중소기업,"컴퓨터 및 주변장치, 소프트웨어 도매업",http://hcnc.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=bm82RG1ZMkNWK0tYczg0UUNJV0phZz09
ZVBiSU0wT2tMNldzVDFrS2lIOWdJUT09,(주)크레셈,,85명,2014년 6월 2일,중소기업,반도체 제조용 기계 제조업,http://www.cressem.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=ZVBiSU0wT2tMNldzVDFrS2lIOWdJUT09
OGVxdW1mckNUWWVCOEg2VlgwbitpUT09,(주)에이원시스템,,16명,2022년 6월 24일,중소기업,산업처리공정 제어장비 제조업,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=OGVxdW1mckNUWWVCOEg2VlgwbitpUT09
R0hCOUdidkZhMHp2Si9hN1dxOWdjQT09,(주)메이크텍,,,,,,,2026-06-17,
OHhvbFZ4NCtYRzZaWUVuVGxMWlYrUT09,(주)비에이치시스템,,,,중소기업,,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=OHhvbFZ4NCtYRzZaWUVuVGxMWlYrUT09
dFIwN2hGb0FxdFlZNktuV1JjTThyZz09,(주)디씨엔,,10명,2007년 1월 23일,중소기업,반도체 제조용 기계 제조업,http://www.dcnano.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=dFIwN2hGb0FxdFlZNktuV1JjTThyZz09
endldlg3T2htRkhHT2thc0lUTFJ3QT09,(주)제이에스에프에이,,10명,2021년 1월 22일,10                                        명 출처: 국민연금 사원수 33억 6,배전반 및 전기 자동제어반 제조업,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=endldlg3T2htRkhHT2thc0lUTFJ3QT09
bkFWOFpvZWxUZ1k0OUdYZkhBMUxPQT09,(주)제이엔에스,,42명,2002년 5월 8일,중소기업,동력식 수지공구 제조업,http://www.jns2002.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=bkFWOFpvZWxUZ1k0OUdYZkhBMUxPQT09
d0pDVmVjbitoUTFGRWJnTXFvVEpTdz09,(주)티씨에스,,14명,2002년 8월 22일,중소기업,반도체 제조용 기계 제조업,http://tcsys.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=d0pDVmVjbitoUTFGRWJnTXFvVEpTdz09
cXQ1ZmxORFIxZ2s0QTJEbTRTcXRJQT09,에스엠테크놀로지,,,,,,,2026-06-17,
V2t3ejAvSnluS2VUS05vV2JwV0tNZz09,신세기산업(주),,65명,1982년 2월 9일,중소기업,기타 가공 공작기계 제조업,http://www.ssktool.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=V2t3ejAvSnluS2VUS05vV2JwV0tNZz09
cnRiQ3RRS0NmQXo4WEJyZ0U0d25vdz09,(주)오토런,,,2016년 4월 14일,중소기업,그 외 기타 특수목적용 기계 제조업,http://www.autorun.or.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=cnRiQ3RRS0NmQXo4WEJyZ0U0d25vdz09
S3JFMDFEaDlJMkNDeTRGZW1tRjhzUT09,(주)이노컨텍,,10명,2017년 4월 12일,10                                        명 출처: 국민연금 사원수,"기타 측정, 시험, 항해, 제어 및 정밀기기 제조업",http://www.innocontact.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=S3JFMDFEaDlJMkNDeTRGZW1tRjhzUT09
SEU3c3RWK0Mrc1BpdTk0U2paWkZmUT09,네오테크,100억 9천만원(2025.12.31),47명(2025.12.31),2017.12.01(10년차),,그 외 자동차용 신품 부품 제조업,http://www.neosus.co.kr,2026-06-17,https://www.jobkorea.co.kr/company/43314577
UnNLNmIyem5PL0JyZ1c4T3pjSGIzUT09,(주)에스엔에프,,67명,2006년 4월 27일,중소기업,반도체 제조용 기계 제조업,http://www.snf21.co.kr,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=UnNLNmIyem5PL0JyZ1c4T3pjSGIzUT09
azFwOE94UzMvQjUrbHdqVWtkSG04dz09,영광,,,,4억 1,배전반 및 전기 자동제어반 제조업,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=azFwOE94UzMvQjUrbHdqVWtkSG04dz09
Umo3UzhINEJ5dHpZNW9IMXZndmNDZz09,피닉슨컨트롤스(주),,82명,2014년 2월 21일,중소기업,에너지 저장장치 제조업,http://www.phoenixon.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=Umo3UzhINEJ5dHpZNW9IMXZndmNDZz09
eTkzVWZKN2JlRmk3aXVEbzRmQkJ4Zz09,(주)한국마쓰이,,27명,1987년 2월 17일,중소기업,그 외 기타 특수목적용 기계 제조업,http://www.kmatsui.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=eTkzVWZKN2JlRmk3aXVEbzRmQkJ4Zz09
YWtqM3V0aUtheURDRlVaRmVhcWRkZz09,(주)디플러스,,15명,2018년 8월 3일,15                                        명 출처: 국민연금 사원수 54억 568만원 매출액,기타 물품 취급장비 제조업,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=YWtqM3V0aUtheURDRlVaRmVhcWRkZz09
bHo0UmNDdzJraFh1QW1rdmhUbys0UT09,건테크,,,,,,,2026-06-17,
QmdqU0VkYStUMjlJcFhSNW9sU3pCQT09,엠비디(주),,45명,2015년 1월 22일,중소기업,의학 및 약학 연구개발업,http://www.mbdbiotech.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=QmdqU0VkYStUMjlJcFhSNW9sU3pCQT09
cDU4TnNTcmx4Ulk2RHVjOXNTY29Ndz09,제트이브이(주),,17명,2022년 11월 8일,17                                        명 출처: 국민연금 사원수 28억 7,축전지 제조업,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=cDU4TnNTcmx4Ulk2RHVjOXNTY29Ndz09
dzkyOXcrak9WMEFNNFNoejNsV2ZRQT09,(주)대코,,63명,2016년 1월 14일,중소기업,그 외 기타 일반목적용 기계 제조업,http://www.daeco.com,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=dzkyOXcrak9WMEFNNFNoejNsV2ZRQT09
YmVtT1owcWFScmZvbStXTVE5NlE2QT09,(주)케이텍,,83명,2011년 11월 1일,83                                        명 출처: 국민연금 사원수 92억 9,기타 주변기기 제조업,,2026-06-17,https://www.saramin.co.kr/zf_user/company-info/view?csn=YmVtT1owcWFScmZvbStXTVE5NlE2QT09
